Wavelength 1,Absolute Irradiance 1
802.79,0.05
803.008,0.05
803.225,0.02
803.443,0.01
803.661,0.04
803.879,0.06
804.096,0.11
804.314,0.15
804.532,0.12
804.749,0.13
804.967,0.16
805.184,0.14
805.402,0.15
805.62,0.2
805.837,0.15
806.055,0.18
806.272,0.17
806.49,0.2
806.707,0.25
806.924,0.25
807.142,0.23
807.359,0.17
807.577,0.19
807.794,0.19
808.011,0.18
808.229,0.19
808.446,0.13
808.663,0.08
808.881,0.05
809.098,0.05
809.315,0.03
809.532,0
809.75,0.04
809.967,0.01
810.184,
810.401,0
810.618,0.01
810.835,0.04
811.052,
811.27,
811.487,
811.704,
811.921,
812.138,
812.355,
812.572,
812.789,
813.005,
813.222,
813.439,
813.656,
813.873,0
814.09,
814.307,
814.523,0.03
814.74,0.1
814.957,0.08
815.174,0.05
815.39,0.01
815.607,0.01
815.824,0.09
816.04,0.06
816.257,0.14
816.474,0.17
816.69,0.15
816.907,0.12
817.123,0.19
817.34,0.12
817.557,0.13
817.773,0.09
817.99,0.05
818.206,0.12
818.422,0.12
818.639,0.14
818.855,0.14
819.072,0.13
819.288,0.16
819.505,0.17
819.721,0.26
819.937,0.25
820.153,0.26
820.37,0.23
820.586,0.23
820.802,0.25
821.019,0.24
821.235,0.31
821.451,0.37
821.667,0.38
821.883,0.37
822.099,0.39
822.316,0.45
822.532,0.45
822.748,0.42
822.964,0.34
823.18,0.35
823.396,0.41
823.612,0.35
823.828,0.24
824.044,0.3
824.26,0.24
824.476,0.3
824.692,0.37
824.907,0.31
825.123,0.33
825.339,0.32
825.555,0.35
825.771,0.31
825.987,0.29
826.202,0.3
826.418,0.27
826.634,0.22
826.85,0.21
827.065,0.23
827.281,0.32
827.497,0.41
827.712,0.51
827.928,0.5
828.144,0.49
828.359,0.56
828.575,0.53
828.79,0.53
829.006,0.47
829.221,0.42
829.437,0.5
829.652,0.44
829.868,0.39
830.083,0.38
830.299,0.49
830.514,0.5
830.73,0.49
830.945,0.54
831.16,0.63
831.376,0.58
831.591,0.6
831.806,0.46
832.022,0.36
832.237,0.3
832.452,0.34
832.667,0.43
832.882,0.42
833.098,0.44
833.313,0.47
833.528,0.53
833.743,0.51
833.958,0.53
834.173,0.59
834.388,0.62
834.603,0.59
834.818,0.48
835.033,0.38
835.248,0.41
835.463,0.44
835.678,0.33
835.893,0.33
836.108,0.29
836.323,0.34
836.538,0.39
836.753,0.36
836.968,0.29
837.183,0.26
837.397,0.28
837.612,0.27
837.827,0.2
838.042,0.17
838.256,0.21
838.471,0.2
838.686,0.25
838.901,0.22
839.115,0.16
839.33,0.15
839.544,0.18
839.759,0.23
839.974,0.13
840.188,0.23
840.403,0.21
840.617,0.19
840.832,0.11
841.046,0.14
841.261,0.18
841.475,0.19
841.69,0.16
841.904,0.18
842.118,0.1
842.333,0.1
842.547,0.17
842.762,0.16
842.976,0.03
843.19,
843.404,0.02
843.619,0.12
843.833,0.17
844.047,0.2
844.261,0
844.476,0.11
844.69,0.04
844.904,0.1
845.118,0.23
845.332,0.29
845.546,0.12
845.76,0.13
845.974,0.15
846.188,0.21
846.402,0.13
846.616,0.19
846.83,0.22
847.044,0.23
847.258,0.13
847.472,0.24
847.686,0.26
847.9,0.16
848.114,0.17
848.328,0.2
848.542,0.16
848.755,0.24
848.969,0.16
849.183,0.25
849.397,0.25
849.611,0.26
849.824,0.25
850.038,0.36
850.252,0.32
850.465,0.37
850.679,0.34
850.893,0.39
851.106,0.43
851.32,0.5
851.533,0.51
851.747,0.59
851.961,0.62
852.174,0.65
852.388,0.61
852.601,0.69
852.814,0.65
853.028,0.69
853.241,0.78
853.455,0.75
853.668,0.65
853.881,0.52
854.095,0.51
854.308,0.47
854.521,0.52
854.735,0.57
854.948,0.5
855.161,0.4
855.375,0.33
855.588,0.28
855.801,0.36
856.014,0.33
856.227,0.34
856.44,0.36
856.654,0.25
856.867,0.34
857.08,0.26
857.293,0.2
857.506,0.21
857.719,0.17
857.932,0.29
858.145,0.27
858.358,0.41
858.571,0.37
858.784,0.42
858.997,0.38
859.21,0.25
859.422,0.16
859.635,0.24
859.848,0.3
860.061,0.34
860.274,0.2
860.487,0.14
860.699,0.1
860.912,0.08
861.125,0.18
861.338,0.14
861.55,0.14
861.763,0.19
861.976,0.17
862.188,0.25
862.401,0.2
862.613,0.35
862.826,0.31
863.039,0.3
863.251,0.32
863.464,0.33
863.676,0.45
863.889,0.56
864.101,0.56
864.314,0.5
864.526,0.41
864.738,0.47
864.951,0.5
865.163,0.52
865.376,0.42
865.588,0.49
865.8,0.68
866.013,0.66
866.225,0.75
866.437,0.81
866.649,0.77
866.862,0.85
867.074,0.78
867.286,0.76
867.498,0.7
867.71,0.87
867.922,0.9
868.134,0.86
868.347,1.04
868.559,0.97
868.771,1.1
868.983,1.1
869.195,1.04
869.407,1.07
869.619,1.21
869.831,1.34
870.043,1.28
870.255,1.01
870.467,1.08
870.678,0.9
870.89,0.9
871.102,0.74
871.314,0.56
871.526,0.56
871.738,0.67
871.949,0.73
872.161,0.62
872.373,0.62
872.585,0.66
872.796,0.63
873.008,0.58
873.22,0.5
873.431,0.52
873.643,0.66
873.854,0.63
874.066,0.41
874.278,0.34
874.489,0.16
874.701,0.38
874.912,0.34
875.124,0.43
875.335,0.41
875.547,0.51
875.758,0.47
875.97,0.6
876.181,0.61
876.392,0.85
876.604,0.64
876.815,0.61
877.026,0.45
877.238,0.41
877.449,0.37
877.66,0.47
877.871,0.5
878.083,0.37
878.294,0.38
878.505,0.44
878.716,0.46
878.927,0.53
879.139,0.3
879.35,0.07
879.561,0.09
879.772,0.43
879.983,0.81
880.194,1.22
880.405,1.29
880.616,1.14
880.827,1.11
881.038,1.38
881.249,1.43
881.46,1.67
881.671,1.72
881.882,2.16
882.093,2.32
882.303,2.21
882.514,2.18
882.725,2.29
882.936,2.41
883.147,2.25
883.357,2.49
883.568,2.74
883.779,2.89
883.99,2.84
884.2,2.09
884.411,1.98
884.622,1.7
884.832,1.17
885.043,1.18
885.254,0.95
885.464,0.8
885.675,0.6
885.885,0.66
886.096,0.47
886.306,0.04
886.517,
886.727,
886.938,
887.148,
887.358,
887.569,
887.779,
887.99,
888.2,0.07
888.41,0.06
888.621,0.15
888.831,0.24
889.041,0.35
889.251,0.47
889.462,0.41
889.672,0.26
889.882,0.16
890.092,0.19
890.302,
890.512,
890.722,
890.933,0.14
891.143,0.13
891.353,0.31
891.563,0.07
891.773,0.2
891.983,0.1
892.193,0.09
892.403,0.03
892.613,0.25
892.823,0.54
893.032,0.42
893.242,0.3
893.452,0.41
893.662,0.38
893.872,0.69
894.082,0.92
894.292,1.03
894.501,1.48
894.711,1.81
894.921,1.79
895.13,1.46
895.34,1.27
895.55,1.03
895.76,1.18
895.969,1.53
896.179,1.48
896.388,1.67
896.598,1.95
896.808,2
897.017,1.91
897.227,1.44
897.436,1.66
897.646,1.03
897.855,0.42
898.065,0.51
898.274,0.11
898.483,0.33
898.693,0.35
898.902,0.32
899.112,
899.321,0.58
899.53,0.72
899.74,0.85
899.949,1.32
900.158,1.51
900.367,1.13
900.577,1.27
900.786,1.3
900.995,0.82
901.204,0.99
901.413,0.89
901.622,1.07
901.832,0.93
902.041,1.69
902.25,2.58
902.459,2.71
902.668,2.59
902.877,2.64
903.086,2.75
903.295,2.3
903.504,2.59
903.713,2.21
903.922,2.14
904.131,1.9
904.34,1.73
904.548,1.34
904.757,1.24
904.966,1.52
905.175,2.24
905.384,2.41
905.592,2.34
905.801,2.42
906.01,2.05
906.219,1.8
906.427,2.09
906.636,1.4
906.845,1.79
907.053,1.7
907.262,2
907.471,2.04
907.679,2.93
907.888,2.97
908.096,3.03
908.305,3.01
908.513,2.87
908.722,3.22
908.93,3.06
909.139,3.17
909.347,3.63
909.556,3.01
909.764,3.08
909.973,1.86
910.181,1.66
910.389,1.56
910.598,1.98
910.806,1.15
911.014,1.61
911.223,0.66
911.431,1.97
911.639,1.25
911.847,0.62
912.055,
912.264,
912.472,
912.68,0.59
912.888,1.27
913.096,1.28
913.304,1.44
913.512,2.05
913.72,1.26
913.928,1.74
914.136,1.04
914.344,2.05
914.552,3.1
914.76,3.4
914.968,2.94
915.176,3.28
915.384,4.32
915.592,5.34
915.8,4.88
916.008,4.59
916.216,4.79
916.423,5.39
916.631,6.59
916.839,5.36
917.047,5.61
917.254,4.31
917.462,4.75
917.67,5.02
917.877,5.44
918.085,4.85
918.293,4.83
918.5,5.21
918.708,6.08
918.916,5.68
919.123,5.63
919.331,6
919.538,6.19
919.746,5.87
919.953,5.95
920.161,4.76
920.368,4.37
920.576,4.08
920.783,4.15
920.99,3.39
921.198,4.81
921.405,5.15
921.612,6.04
921.82,5.38
922.027,5.52
922.234,3.87
922.442,4.24
922.649,4.87
922.856,2.89
923.063,2.05
923.27,2.07
923.478,1.39
923.685,1.82
923.892,2.22
924.099,1.82
924.306,1.2
924.513,2.4
924.72,3.54
924.927,5.38
925.134,5.48
925.341,4.99
925.548,5.38
925.755,3.5
925.962,3.34
926.169,5.05
926.376,5.38
926.583,6.03
926.79,5
926.997,6.08
927.204,7.5
927.41,7.17
927.617,8.11
927.824,6.67
928.031,5.43
928.237,4.71
928.444,6.03
928.651,7.45
928.858,6.82
929.064,6.27
929.271,6.17
929.477,4.47
929.684,4.24
929.891,3.59
930.097,2.61
930.304,4.52
930.51,3.77
930.717,3.82
930.923,5.41
931.13,4.46
931.336,3.89
931.543,4.67
931.749,3.86
931.956,4.37
932.162,5.12
932.368,9.22
932.575,8.45
932.781,7.76
932.987,9.53
933.194,7.76
933.4,9.62
933.606,7.95
933.812,8.08
934.019,9.27
934.225,8.76
934.431,12.5
934.637,9.56
934.843,6.6
935.049,5.82
935.255,3.33
935.462,1.19
935.668,0.47
935.874,
936.08,
936.286,
936.492,1.87
936.698,0.52
936.904,
937.11,
937.316,
937.521,
937.727,
937.933,
938.139,
938.345,
938.551,4.73
938.756,4.5
938.962,3.12
939.168,8.83
939.374,8.15
939.579,7.69
939.785,12.85
939.991,14.89
940.196,13.56
940.402,18.15
940.608,20.26
940.813,16.04
941.019,14.06
941.224,19.07
941.43,21.45
941.635,27.55
941.841,27.52
942.046,27.54
942.252,32.23
942.457,18.72
942.663,20.57
942.868,28.89
943.074,17.11
943.279,14.15
943.484,24.08
943.69,12.09
943.895,11.53
944.1,23.83
944.306,15.97
944.511,21.39
944.716,21.58
944.921,31.55
945.126,22.64
945.332,27.87
945.537,23.77
945.742,48.47
945.947,18.25
946.152,18.29
946.357,14.52
946.562,13.72
946.767,23.55
946.973,22.19
947.178,19.44
947.383,22.76
947.588,23.95
947.792,25.56
947.997,24.18
948.202,38.19
948.407,44.37
948.612,21.46
948.817,19.49
949.022,16.4
949.227,19.98
949.431,20.61
949.636,6.79
949.841,20.15
950.046,19.86
950.251,10.11
950.455,10.22
950.66,15.27
950.865,44.96
951.069,23.09
951.274,33.88
951.479,24.94
951.683,31.9
951.888,48.54
952.092,128.31
952.297,24.5
952.501,27.53
952.706,21.97
952.91,67.98
953.115,35.1
953.319,40.96
953.524,39.86
953.728,37.08
953.933,38.08
954.137,39.16
954.341,32.15
954.546,22.88
954.75,33.5
954.954,41.99
955.159,31.41
955.363,30.81
955.567,18.96
955.771,11.81
955.976,14.95
956.18,29.23
956.384,11.28
956.588,27.64
956.792,41.26
956.996,40.54
957.201,19.06
957.405,39.19
957.609,50.84
957.813,35.61
958.017,35.99
958.221,31.85
958.425,48.1
958.629,158.45
958.833,38.16
959.037,28.04
959.24,19.4
959.444,22.47
959.648,25.66
959.852,65.9
960.056,27.64
960.26,21.39
960.464,27.35
960.667,55.39
960.871,18.39
961.075,15.31
961.279,11.55
961.482,2.1
961.686,7.86
961.89,1.7
962.093,12.03
962.297,10.28
962.501,22.1
962.704,17.1
962.908,34.3
963.111,24.08
963.315,21.98
963.518,51.71
963.722,28.65
963.925,101.84
964.129,29.99
964.332,29.88
964.536,38.9
964.739,69.66
964.942,45.77
965.146,54.44
965.349,55.98
965.553,64.79
965.756,83.57
965.959,38.59
966.162,63.08
966.366,33.3
966.569,61.81
966.772,84.65
966.975,32.84
967.179,30.34
967.382,
967.585,31.23
967.788,21.02
967.991,25.87
968.194,25.9
968.397,36.98
968.6,74.11
968.803,15.36
969.006,33.65
969.209,23.38
969.412,25.03
969.615,12.84
969.818,14.55
970.021,11.89
970.224,17.66
970.427,8.72
970.63,9.66
970.833,10.13
971.035,11.45
971.238,11.92
971.441,20.64
971.644,19.83
971.847,21.45
972.049,19.7
972.252,13.67
972.455,10.92
972.657,0.64
972.86,8.22
973.063,18.01
973.265,10.88
973.468,19.6
973.671,15.81
973.873,61.39
974.076,47.6
974.278,60.76
974.481,64.15
974.683,56.89
974.886,19.7
975.088,31.35
975.291,20.94
975.493,34.93
975.695,24.47
975.898,31.82
976.1,26.92
976.302,38.01
976.505,47.17
976.707,7.26
976.909,18.51
977.112,7.63
977.314,10.09
977.516,9.76
977.718,
977.921,
978.123,
978.325,
978.527,
978.729,
978.931,124.77
979.133,1.06
979.335,5.88
979.537,25.84
979.739,5.55
979.941,0.58
980.143,0.14
980.345,2.18
980.547,7.02
980.749,41.47
980.951,32.69
981.153,18.26
981.355,41.6
981.557,126.64
981.759,24.96
981.96,20.72
982.162,64.54
982.364,46.71
982.566,53.56
982.767,65.28
982.969,75.52
983.171,27.48
983.373,42.33
983.574,49.41
983.776,67.81
983.978,61.63
984.179,65.37
984.381,56.28
984.582,72.8
984.784,51.21
984.985,92.53
985.187,160.89
985.388,98.7
985.59,62.58
985.791,39.18
985.993,108.46
986.194,37.69
986.396,45.03
986.597,31.83
986.798,50
987,62.69
987.201,28.67
987.402,64.34
987.604,30.07
987.805,46.91
988.006,22.55
988.207,52.28
988.409,46.06
988.61,38.18
988.811,33.15
989.012,57.54
989.213,38.64
989.415,95.78
989.616,59.63
989.817,26.93
990.018,125.16
990.219,51.36
990.42,51.2
990.621,48.03
990.822,56.05
991.023,48.9
991.224,79.17
991.425,110.32
991.626,42.19
991.827,66.04
992.027,181.19
992.228,56.14
992.429,578.78
992.63,71.71
992.831,44.93
993.032,
993.232,69.71
993.433,76.04
993.634,59.62
993.835,60.99
994.035,53.5
994.236,40.45
994.437,122.99
994.637,52.11
994.838,127.66
995.038,49.73
995.239,32.94
995.44,22.65
995.64,49.87
995.841,38.69
996.041,36.19
996.242,25.74
996.442,30.46
996.643,51.98
996.843,7.77
997.043,11.12
997.244,20.25
997.444,6.74
997.645,4.26
997.845,4.93
998.045,15.98
998.245,2.45
998.446,2.92
998.646,11.4
998.846,18.2
999.046,20.74
999.247,13.64
999.447,18.56
999.647,25.2
999.847,7.34
1000.047,31.17
1000.247,2.88
1000.448,24.96
1000.648,9.54
1000.848,10.73
1001.048,27.8
1001.248,7.58
1001.448,23.86
1001.648,30.87
1001.848,78.85
1002.048,21.61
1002.248,34.86
1002.447,51.43
1002.647,42.14
1002.847,38.06
1003.047,93.69
1003.247,31.32
1003.447,20.26
1003.647,15.09
1003.846,17.23
1004.046,15.18
1004.246,17.89
1004.446,7.68
1004.645,7.63
1004.845,7.92
1005.045,27.35
1005.244,57.93
1005.444,129.38
1005.643,33.95
1005.843,14.48
1006.043,14.8
1006.242,2.96
1006.442,
1006.641,
1006.841,
1007.04,
1007.24,0.62
1007.439,6.48
1007.639,3.84
1007.838,9.44
1008.037,23.58
1008.237,12.07
1008.436,42
1008.635,42.35
1008.835,97.35
1009.034,86.4
1009.233,29.65
1009.432,62.85
1009.632,38.45
1009.831,35.01
1010.03,33.9
1010.229,32.57
1010.428,990.11
1010.628,31.58
1010.827,25.66
1011.026,52.28
1011.225,39.34
1011.424,28.99
1011.623,43.26
1011.822,20.37
1012.021,25.71
1012.22,22.89
1012.419,34.96
1012.618,5.78
1012.817,57.32
1013.016,11.88
1013.215,25.15
1013.414,20.09
1013.612,8.31
1013.811,
1014.01,2.23
1014.209,1.74
1014.408,7.88
1014.606,7.02
1014.805,24.88
1015.004,34.71
1015.203,37.79
1015.401,24.34
1015.6,22.65
1015.799,27.6
1015.997,25.62
1016.196,20.37
1016.395,
1016.593,2.05
1016.792,10.75
1016.99,11.59
1017.189,9.2
1017.387,8.98
1017.586,17.65
1017.784,78.03
1017.983,163.4
1018.181,43.54
1018.379,71.48
1018.578,31.68
1018.776,27.09
1018.975,19.87
1019.173,32.98
1019.371,33.32
1019.57,58.55
1019.768,26.16
1019.966,55.17
1020.164,29.18
1020.363,34.08
1020.561,2096.93
1020.759,32.83
1020.957,218.12
1021.155,41.57
1021.353,31.57
1021.551,43.95
1021.75,26
1021.948,24.34
1022.146,20.58
1022.344,24.54
1022.542,67.51
1022.74,
1022.938,42.16
1023.136,78.74
1023.334,31.1
1023.532,49.36
1023.729,14.6
1023.927,563.05
1024.125,3.47
1024.323,7.22
1024.521,
1024.719,
1024.917,
1025.114,
1025.312,
1025.51,
1025.707,
1025.905,13.89
1026.103,6.03
1026.301,3.29
1026.498,1.7
1026.696,2.48
1026.893,
1027.091,7.3
1027.289,11.98
1027.486,13.5
1027.684,20.29
1027.881,48.97
1028.079,13.48
1028.276,35.66
1028.474,22.72
1028.671,11.27
1028.868,20.59
1029.066,14.53
1029.263,24.03
1029.461,21.81
1029.658,14.08
1029.855,9.65
1030.053,11.39
1030.25,36.36
1030.447,15.66
1030.644,28.62
1030.842,12.77
1031.039,18.42
1031.236,34.6
1031.433,10.77
1031.63,21.94
1031.827,24.68
1032.025,18.23
1032.222,21.86
1032.419,33.43
1032.616,14.27
1032.813,10.11
1033.01,16.15
1033.207,9.35
1033.404,
1033.601,0.63
1033.798,6.16
1033.995,11.34
1034.192,7.09
1034.389,14.71
1034.585,14.42
1034.782,20.97
1034.979,10.06
1035.176,22.37
1035.373,21.16
1035.57,10.29
1035.766,7.52
1035.963,15.13
1036.16,4.12
1036.356,8.7
